,Amount,Unit,Recipe_name,Ingredient,New Amount,New Unit
274,1,TEASPOON, RECIPE_004_FRIED_CAULIFLOWER.MD,CUMIN SEEDS,1,TEASPOON
275,1,TEASPOON, RECIPE_004_FRIED_CAULIFLOWER.MD,PINK HIMALAYAN SALT,1,TEASPOON
276,1,TEASPOON, RECIPE_004_FRIED_CAULIFLOWER.MD,RED CHILLI POWDER,1,TEASPOON
277,2.5,TEASPOONS, RECIPE_004_FRIED_CAULIFLOWER.MD,RED CHILLI POWDER,2.5,TEASPOONS
278,1,TEASPOON, RECIPE_004_FRIED_CAULIFLOWER.MD,TURMERIC POWDER,1,TEASPOON
279,15,"GMS(1-2 FINELY CHOPPED, OPTIONAL)", RECIPE_004_FRIED_CAULIFLOWER.MD,GREEN CHILLIES,15,GMS
280,75,GMS(1 SMALL CHOPPED), RECIPE_004_FRIED_CAULIFLOWER.MD,ONION,75,GMS
281,2,TABLESPOONS, RECIPE_004_FRIED_CAULIFLOWER.MD,WATER,2,TABLESPOONS
282,1,TABLESPOON, RECIPE_004_FRIED_CAULIFLOWER.MD,GHEE,1,TABLESPOON
283,25,GMS(1 SMALL BUNCH), RECIPE_004_FRIED_CAULIFLOWER.MD,CORRIANDER LEAVES,25,GMS
284,1.5,CUP, RECIPE_005_SOYA_MALAI.MD,MILK,1.5,CUP
285,2,CUP, RECIPE_005_SOYA_MALAI.MD,MILK,2,CUP
286,1.5,CUP, RECIPE_005_SOYA_MALAI.MD,SOYA CHUNKS,1.5,CUP
287,3,TBSP, RECIPE_005_SOYA_MALAI.MD,GHEE,3,TBSP
288,1,TABLESPOON, RECIPE_005_SOYA_MALAI.MD,GHEE,1,TABLESPOON
289,2,, RECIPE_005_SOYA_MALAI.MD,BLACK CARDAMOM,2,
290,1,, RECIPE_005_SOYA_MALAI.MD,GREEN CARDAMOM,1,
291,1/2,TSP, RECIPE_005_SOYA_MALAI.MD,CUMIN SEEDS,0.5,TSP
292,to taste,, RECIPE_005_SOYA_MALAI.MD,PINK HIMALAYAN SALT,0,
293,1,TBSP CHOPPED, RECIPE_005_SOYA_MALAI.MD,GINGER,1,TBSP CHOPPED
294,1/2,TBSP, RECIPE_005_SOYA_MALAI.MD,CORIANDER POWDER,0.5,TBSP
295,2,TBSP, RECIPE_005_SOYA_MALAI.MD,CREAM,2,TBSP
296,1,TBSP, RECIPE_005_SOYA_MALAI.MD,CREAM,1,TBSP
297,2,MEDIUM, RECIPE_005_SOYA_MALAI.MD,GREEN CHILLIES,2,MEDIUM
298,3,TBSP, RECIPE_005_SOYA_MALAI.MD,ALMOND PASTE,3,TBSP
299,1/4,TSP, RECIPE_005_SOYA_MALAI.MD,CARDAMOM POWDER,0.25,TSP
300,1,TBSP, RECIPE_005_SOYA_MALAI.MD,FRESHLY GROUND BLACK PEPPER,1,TBSP
301,1,TSP, RECIPE_005_SOYA_MALAI.MD,DRY FENUGREEK LEAVES,1,TSP
302,2.5,TEASPOONS, RECIPE_005_SOYA_MALAI.MD,RED CHILLI POWDER,2.5,TEASPOONS
303,1,TBSP, RECIPE_006_LOW_CARB_PIZZA.MD,OLIVE OIL,1,TBSP
304,1,TSP, RECIPE_006_LOW_CARB_PIZZA.MD,SUGAR,1,TSP
305,300,ML, RECIPE_006_LOW_CARB_PIZZA.MD,WATER,300,ML
306,1,CUP, RECIPE_006_LOW_CARB_PIZZA.MD,VITAL WHEAT GLUTEN,1,CUP
307,1/4,CUP, RECIPE_006_LOW_CARB_PIZZA.MD,WHEAT BRAN,0.25,CUP
308,1/4,CUP, RECIPE_006_LOW_CARB_PIZZA.MD,OAT FLOUR,0.25,CUP
309,1/4,CUP, RECIPE_006_LOW_CARB_PIZZA.MD,FLAX MEAL,0.25,CUP
310,1/2,CUP, RECIPE_006_LOW_CARB_PIZZA.MD,ALMOND FLOUR,0.5,CUP
311,1,TSP, RECIPE_006_LOW_CARB_PIZZA.MD,BAKING SODA,1,TSP
312,1,TSP, RECIPE_006_LOW_CARB_PIZZA.MD,SALT,1,TSP
313,7,GMS(1 SACHET), RECIPE_006_LOW_CARB_PIZZA.MD,DRIED YEAST,7,GMS
314,30,GMS, RECIPE_006_LOW_CARB_PIZZA.MD,SALTED BUTTER,30,GMS
315,3-4,CLOVES(LARGE), RECIPE_006_LOW_CARB_PIZZA.MD,GARLIC,4,CLOVES
316,35,GMS(1/3), RECIPE_006_LOW_CARB_PIZZA.MD,YELLOW CAPSICUM,35,GMS
317,30,GMS(3-4), RECIPE_006_LOW_CARB_PIZZA.MD,BROWN CHESTNUT MUSHROOMS,30,GMS
318,50,GMS(1/2), RECIPE_006_LOW_CARB_PIZZA.MD,ONION,50,GMS
319,50,GMS(1 RING), RECIPE_006_LOW_CARB_PIZZA.MD,CANNED PINEAPPLE,50,GMS
320,125,GMS, RECIPE_006_LOW_CARB_PIZZA.MD,PANEER,125,GMS
321,2,TSP, RECIPE_006_LOW_CARB_PIZZA.MD,VIRGIN OLIVE OIL,2,TSP
322,2,TSP, RECIPE_006_LOW_CARB_PIZZA.MD,TANDOORI MASALA,2,TSP
323,2,TSP, RECIPE_006_LOW_CARB_PIZZA.MD,DRIED FENUGREEK LEAVES,2,TSP
324,to taste,, RECIPE_006_LOW_CARB_PIZZA.MD,PINK HIMALAYAN SALT,0,
325,3,TBSP, RECIPE_006_LOW_CARB_PIZZA.MD,PASTA SAUCE,3,TBSP
326,40,GMS, RECIPE_006_LOW_CARB_PIZZA.MD,GRATED MOZZARELLA CHEESE,40,GMS
327,20,GMS, RECIPE_006_LOW_CARB_PIZZA.MD,GRATED MOZZARELLA CHEESE,20,GMS
328,50,GMS, RECIPE_006_LOW_CARB_PIZZA.MD,GRATED EXTRA MATURE CHEDDAR CHEESE,50,GMS
329,10,GMS(8-10 RINGS), RECIPE_006_LOW_CARB_PIZZA.MD,JALAPENOS,10,GMS
330,1,TBSP, RECIPE_007_PALAK_MUSHROOM.MD,AVOCADO OIL,1,TBSP
331,150,GMS(LARGE), RECIPE_007_PALAK_MUSHROOM.MD,RED ONION,150,GMS
332,1,TSP, RECIPE_007_PALAK_MUSHROOM.MD,GINGER,1,TSP
333,4,CLOVES, RECIPE_007_PALAK_MUSHROOM.MD,GARLIC,4,CLOVES
334,1,TSP(1 TO 2 CHILLIES), RECIPE_007_PALAK_MUSHROOM.MD,GREEN CHILLI,1,TSP
335,1,TSP, RECIPE_007_PALAK_MUSHROOM.MD,CUMIN SEEDS,1,TSP
336,1,TSP, RECIPE_007_PALAK_MUSHROOM.MD,MUSTARD SEEDS,1,TSP
337,300,GMS, RECIPE_007_PALAK_MUSHROOM.MD,BABY SPINACH,300,GMS
338,400,GMS, RECIPE_007_PALAK_MUSHROOM.MD,MUSHROOMS,400,GMS
339,to taste,, RECIPE_007_PALAK_MUSHROOM.MD,PINK HIMALAYAN SALT,0,
340,1,TSP, RECIPE_007_PALAK_MUSHROOM.MD,GARAM MASALA,1,TSP
341,1,TSP, RECIPE_007_PALAK_MUSHROOM.MD,AMCHOOR POWDER,1,TSP
342,2,CUPS, RECIPE_008_METHI_MALAI_PANEER.MD,FRESH FENUGREEK LEAVES,2,CUPS
343,2,CUPS, RECIPE_008_METHI_MALAI_PANEER.MD,WATER,2,CUPS
344,2,CUPS, RECIPE_008_METHI_MALAI_PANEER.MD,WATER,2,CUPS
345,0.5,CUP, RECIPE_008_METHI_MALAI_PANEER.MD,WATER,0.5,CUP
346,1,CUP, RECIPE_008_METHI_MALAI_PANEER.MD,WATER,1,CUP
347,to taste,, RECIPE_008_METHI_MALAI_PANEER.MD,SALT,0,
348,1,TSP, RECIPE_008_METHI_MALAI_PANEER.MD,ERYTHRITOL,1,TSP
349,0.5,TSP, RECIPE_008_METHI_MALAI_PANEER.MD,ERYTHRITOL,0.5,TSP
350,300,GMS(3 MEDIUM), RECIPE_008_METHI_MALAI_PANEER.MD,ONION,300,GMS
351,120,GMS(15-18), RECIPE_008_METHI_MALAI_PANEER.MD,CASHEW,120,GMS
352,1.5,TBSP, RECIPE_008_METHI_MALAI_PANEER.MD,GHEE,1.5,TBSP
353,1,TBSP, RECIPE_008_METHI_MALAI_PANEER.MD,GHEE,1,TBSP
354,1,TBSP, RECIPE_008_METHI_MALAI_PANEER.MD,GHEE,1,TBSP
355,1,GM{1 PIECE, RECIPE_008_METHI_MALAI_PANEER.MD,GREEN CARDAMOM,1,GM{1 PIECE
356,2,GMS(2 PIECES), RECIPE_008_METHI_MALAI_PANEER.MD,CLOVES,2,GMS
357,10,GMS(8-10 PIECES), RECIPE_008_METHI_MALAI_PANEER.MD,BLACK PEPPER,10,GMS
358,1,LEAF, RECIPE_008_METHI_MALAI_PANEER.MD,BAYLEAF,1,LEAF
359,0.5,TBSP(1/2 INCH SLICED), RECIPE_008_METHI_MALAI_PANEER.MD,GINGER,0.5,TBSP
360,15,GMS(2 MEDIUM), RECIPE_008_METHI_MALAI_PANEER.MD,GREEN CHILLI,15,GMS
361,1,CUP(BEATEN), RECIPE_008_METHI_MALAI_PANEER.MD,GREEK YOGHURT,1,CUP
362,250,GMS, RECIPE_008_METHI_MALAI_PANEER.MD,PANEER,250,GMS
363,0.5,TSP, RECIPE_008_METHI_MALAI_PANEER.MD,CUMIN SEEDS,0.5,TSP
364,a pinch,, RECIPE_008_METHI_MALAI_PANEER.MD,ASAFOETIDA,0,
365,0.5,TSP, RECIPE_008_METHI_MALAI_PANEER.MD,TURMERIC POWDER,0.5,TSP
366,0.25,TSP(DEGI MIRCH), RECIPE_008_METHI_MALAI_PANEER.MD,RED CHILLI POWDER,0.25,TSP
367,5,GMS(2 DRY), RECIPE_008_METHI_MALAI_PANEER.MD,RED CHILLI,5,GMS
368,5,GMS(SPRIG), RECIPE_008_METHI_MALAI_PANEER.MD,CORIANDER,5,GMS
369,2,TABLESPOONS, RECIPE_009_SPICY_LAUKI.MD,CLARIFIED BUTTER (GHEE),2,TABLESPOONS
370,1,TEASPOON, RECIPE_009_SPICY_LAUKI.MD,CUMIN SEEDS,1,TEASPOON
371,a pinch,, RECIPE_009_SPICY_LAUKI.MD,ASAFOETIDA,0,
372,100,"GMS (1 MEDIUM, CHOPPED)", RECIPE_009_SPICY_LAUKI.MD,ONION,100,GMS
373,75,"GMS (1 MEDIUM,CHOPPED)", RECIPE_009_SPICY_LAUKI.MD,TOMATO,75,GMS
374,1,"TABLESPOON (1.5 INCH, PASTE)", RECIPE_009_SPICY_LAUKI.MD,GINGER,1,TABLESPOON
375,1/2,TEASPOON, RECIPE_009_SPICY_LAUKI.MD,TURMERIC POWDER,0.5,TEASPOON
376,1/2,TEASPOON, RECIPE_009_SPICY_LAUKI.MD,CUMIN POWDER,0.5,TEASPOON
377,1/2,TEASPOON, RECIPE_009_SPICY_LAUKI.MD,RED CHILLI POWDER,0.5,TEASPOON
378,1,TEASPOON, RECIPE_009_SPICY_LAUKI.MD,CORIANDER POWDER,1,TEASPOON
379,to taste,, RECIPE_009_SPICY_LAUKI.MD,PINK HIMALAYAN SALT,0,
380,500,GMS (1 MEDIUM), RECIPE_009_SPICY_LAUKI.MD,BOTTLEGOURD,500,GMS
381,1/2,TEASPOON, RECIPE_009_SPICY_LAUKI.MD,GARAM MASALA,0.5,TEASPOON
382,10,GMS (FINELY CHOPPED), RECIPE_009_SPICY_LAUKI.MD,FRESH CORIANDER LEAVES,10,GMS
383,30,GMS(1 BUNCH), RECIPE_010_CHUTNEY_PANEER.MD,FRESH CORRIANDER LEAVES,30,GMS
384,30,GMS(1 BUNCH), RECIPE_010_CHUTNEY_PANEER.MD,FRESH MINT,30,GMS
385,15,GMS(3 MEDIUM), RECIPE_010_CHUTNEY_PANEER.MD,GREEN CHILLI,15,GMS
386,1/2,INCH, RECIPE_010_CHUTNEY_PANEER.MD,GINGER,0.5,INCH
387,1,INCH (ROUGHLY CHOPPED), RECIPE_010_CHUTNEY_PANEER.MD,GINGER,1,INCH
388,16,GMS (8-10), RECIPE_010_CHUTNEY_PANEER.MD,CASHEW NUTS,16,GMS
389,2,TBSP, RECIPE_010_CHUTNEY_PANEER.MD,BLACK PEPPERCORNS,2,TBSP
390,1,TBSP, RECIPE_010_CHUTNEY_PANEER.MD,WHITE SESAME SEEDS,1,TBSP
391,1/4,TBSP, RECIPE_010_CHUTNEY_PANEER.MD,FLAX SEEDS,0.25,TBSP
392,to taste,, RECIPE_010_CHUTNEY_PANEER.MD,SALT,0,
393,to taste,, RECIPE_010_CHUTNEY_PANEER.MD,SALT,0,
394,to taste,, RECIPE_010_CHUTNEY_PANEER.MD,SALT,0,
395,1,TBSP, RECIPE_010_CHUTNEY_PANEER.MD,GHEE,1,TBSP
396,1/2,TBSP, RECIPE_010_CHUTNEY_PANEER.MD,EXTRA VIRGIN OLIVE OIL,0.5,TBSP
397,1/2,TSP, RECIPE_010_CHUTNEY_PANEER.MD,CUMIN SEEDS,0.5,TSP
398,1/4,TSP, RECIPE_010_CHUTNEY_PANEER.MD,FENUGREEK SEEDS,0.25,TSP
399,1/4,TSP, RECIPE_010_CHUTNEY_PANEER.MD,FENNEL SEEDS,0.25,TSP
400,10,GMS (2 MEDIUM), RECIPE_010_CHUTNEY_PANEER.MD,GREEN CHILLIES,10,GMS
401,250,GMS, RECIPE_010_CHUTNEY_PANEER.MD,PANEER,250,GMS
402,1.25,CUP, RECIPE_010_CHUTNEY_PANEER.MD,GREEK YOGHURT,1.25,CUP
403,1/2,CUP, RECIPE_010_CHUTNEY_PANEER.MD,WATER,0.5,CUP
404,1/2,TSP (OPTIONAL), RECIPE_010_CHUTNEY_PANEER.MD,ERYTHRITOL,0.5,TSP
405,1/4,TSP, RECIPE_010_CHUTNEY_PANEER.MD,AMCHOOR,0.25,TSP
406,sprig,, RECIPE_010_CHUTNEY_PANEER.MD,CORIANDER,0,
407,2,TBSP, RECIPE_011_LAHSUNI_PANEER.MD,GHEE,2,TBSP
408,1,TBSP, RECIPE_011_LAHSUNI_PANEER.MD,EXTRA VIRGIN OLIVE OIL,1,TBSP
409,2,TBSP, RECIPE_011_LAHSUNI_PANEER.MD,EXTRA VIRGIN OLIVE OIL,2,TBSP
410,2,TBSP, RECIPE_011_LAHSUNI_PANEER.MD,EXTRA VIRGIN OLIVE OIL,2,TBSP
411,1/2,INCH, RECIPE_011_LAHSUNI_PANEER.MD,CINNAMON STICK,0.5,INCH
412,2,, RECIPE_011_LAHSUNI_PANEER.MD,BAY LEAF,2,
413,1/2,TSP, RECIPE_011_LAHSUNI_PANEER.MD,CUMIN SEEDS,0.5,TSP
414,1/2,INCH, RECIPE_011_LAHSUNI_PANEER.MD,GINGER,0.5,INCH
415,8,CLOVES, RECIPE_011_LAHSUNI_PANEER.MD,GARLIC,8,CLOVES
416,2,CLOVES (CRUSHED), RECIPE_011_LAHSUNI_PANEER.MD,GARLIC,2,CLOVES
417,3,CLOVES (SLICED), RECIPE_011_LAHSUNI_PANEER.MD,GARLIC,3,CLOVES
418,300,"GMS (3 MEDIUM, CHOPPED)", RECIPE_011_LAHSUNI_PANEER.MD,ONION,300,GMS
419,50,GMS (1 SMALL), RECIPE_011_LAHSUNI_PANEER.MD,TOMATO,50,GMS
420,1/2,TSP, RECIPE_011_LAHSUNI_PANEER.MD,TURMERIC POWDER,0.5,TSP
421,1/2,TSP, RECIPE_011_LAHSUNI_PANEER.MD,RED CHILLI POWDER,0.5,TSP
422,1/2,TSP, RECIPE_011_LAHSUNI_PANEER.MD,RED CHILLI POWDER,0.5,TSP
423,1,TSP, RECIPE_011_LAHSUNI_PANEER.MD,CORIANDER POWDER,1,TSP
424,1/2,CUP (BEATEN), RECIPE_011_LAHSUNI_PANEER.MD,GREEK YOGHURT,0.5,CUP
425,to taste,, RECIPE_011_LAHSUNI_PANEER.MD,PINK HIMALAYAN SALT,0,
426,to taste,, RECIPE_011_LAHSUNI_PANEER.MD,PINK HIMALAYAN SALT,0,
427,to taste,, RECIPE_011_LAHSUNI_PANEER.MD,PINK HIMALAYAN SALT,0,
428,60,GMS (10 PIECES), RECIPE_011_LAHSUNI_PANEER.MD,CASHEW NUTS,60,GMS
429,1/4,CUP, RECIPE_011_LAHSUNI_PANEER.MD,WATER,0.25,CUP
430,2.5,CUPS, RECIPE_011_LAHSUNI_PANEER.MD,WATER,2.5,CUPS
431,250,GMS, RECIPE_011_LAHSUNI_PANEER.MD,PANEER,250,GMS
432,1/2,TSP, RECIPE_011_LAHSUNI_PANEER.MD,DRY FENUGREEK LEAVES,0.5,TSP
433,1,BUNCH (ROUGHLY TORN), RECIPE_011_LAHSUNI_PANEER.MD,FRESH MINT LEAVES,1,BUNCH
434,sprig,, RECIPE_011_LAHSUNI_PANEER.MD,FRESH MINT LEAVES,0,
435,1,CUP, RECIPE_001_CHEESE_CRACKERS.MD,ALMOND FLOUR,1,CUP
436,1,CUP, RECIPE_001_CHEESE_CRACKERS.MD,GRATED EXTRA MATURE CHEDDAR CHEESE,1,CUP
437,to taste,, RECIPE_001_CHEESE_CRACKERS.MD,GROUND BLACK PEPPER,0,
438,to taste,, RECIPE_001_CHEESE_CRACKERS.MD,SALT,0,
439,to taste,, RECIPE_001_CHEESE_CRACKERS.MD,ITALIAN HERBS,0,
440,as needed,, RECIPE_001_CHEESE_CRACKERS.MD,EXTRA SEASONING,0,
441,250,GMS, RECIPE_002_PANEER_CRACKERS.MD,PANEER,250,GMS
442,to taste,, RECIPE_002_PANEER_CRACKERS.MD,GROUND BLACK PEPPER,0,
443,to taste,, RECIPE_002_PANEER_CRACKERS.MD,RED CHILLI FLAKES,0,
444,to taste (optional),, RECIPE_002_PANEER_CRACKERS.MD,MINT POWDER,0,
445,to taste,, RECIPE_002_PANEER_CRACKERS.MD,SALT,0,
446,100,GMS, RECIPE_002_PANEER_CRACKERS.MD,ALMOND FLOUR,100,GMS
447,1,TABLESPOON, RECIPE_002_PANEER_CRACKERS.MD,OLIVE OIL,1,TABLESPOON
448,as needed,, RECIPE_002_PANEER_CRACKERS.MD,EXTRA SEASONING,0,
449,1,BUNCH, RECIPE_003_PROTEIN_CUTLETS.MD,FRESH CORRIANDER LEAVES,1,BUNCH
450,1,BUNCH, RECIPE_003_PROTEIN_CUTLETS.MD,FRESH MINT,1,BUNCH
451,1,BUNCH, RECIPE_003_PROTEIN_CUTLETS.MD,FRESH MINT,1,BUNCH
452,25,GMS(3 MEDIUM), RECIPE_003_PROTEIN_CUTLETS.MD,GREEN CHILLI,25,GMS
453,1,CLOVE, RECIPE_003_PROTEIN_CUTLETS.MD,GARLIC,1,CLOVE
454,1.5,TBSP(1 LARGE), RECIPE_003_PROTEIN_CUTLETS.MD,LEMON,1.5,TBSP
455,to taste,, RECIPE_003_PROTEIN_CUTLETS.MD,SALT,0,
456,1,TEASPOON, RECIPE_003_PROTEIN_CUTLETS.MD,SALT,1,TEASPOON
457,1,CUP, RECIPE_003_PROTEIN_CUTLETS.MD,SOYA CHUNKS,1,CUP
458,3,CUPS, RECIPE_003_PROTEIN_CUTLETS.MD,BOILING HOT WATER,3,CUPS
459,1,CUP, RECIPE_003_PROTEIN_CUTLETS.MD,EXTRA MATURE CHEDDAR CHEESE,1,CUP
460,150,"GMS(LARGE, CHOPPED)", RECIPE_003_PROTEIN_CUTLETS.MD,ONION,150,GMS
461,1,TEASPOON, RECIPE_003_PROTEIN_CUTLETS.MD,RED CHILLI POWDER,1,TEASPOON
462,2,TEASPOON, RECIPE_003_PROTEIN_CUTLETS.MD,GARAM MASALA,2,TEASPOON
463,2,TABLESPOONS, RECIPE_003_PROTEIN_CUTLETS.MD,AVOCADO OIL,2,TABLESPOONS
464,as needed,, RECIPE_003_PROTEIN_CUTLETS.MD,SUGARFREE TOMATO KETCHUP,0,
465,500,GMS, RECIPE_004_KETO_POTATO.MD,RADISHES,500,GMS
466,1/2,TABLESPOON, RECIPE_004_KETO_POTATO.MD,ROCK SALT,0.5,TABLESPOON
467,1/2,TABLESPOON, RECIPE_004_KETO_POTATO.MD,BLACK PEPPER,0.5,TABLESPOON
468,1/2,TABLESPOON (OPTIONAL), RECIPE_004_KETO_POTATO.MD,ITALIAN HERBS,0.5,TABLESPOON
469,2,TABLESPOONS, RECIPE_004_KETO_POTATO.MD,OLIVE OIL,2,TABLESPOONS
470,6,TABLESPOONS, RECIPE_005_SALAD_FOR_PASTA.MD,EXTRA VIRGIN OLIVE OIL,6,TABLESPOONS
471,2-3,TABLESPOONS, RECIPE_005_SALAD_FOR_PASTA.MD,CHOPPED BASIL,3,TABLESPOONS
472,1,TEASPOON, RECIPE_005_SALAD_FOR_PASTA.MD,OREGANO,1,TEASPOON
473,1,TEASPOON, RECIPE_005_SALAD_FOR_PASTA.MD,ROSEMARY,1,TEASPOON
474,1,TEASPOON, RECIPE_005_SALAD_FOR_PASTA.MD,RED CHILLI FLAKES,1,TEASPOON
475,1,TEASPOON, RECIPE_005_SALAD_FOR_PASTA.MD,PINK HIMALAYAN SALT,1,TEASPOON
476,2,TABLESPOONS, RECIPE_005_SALAD_FOR_PASTA.MD,BALSAMIC VINEGAR,2,TABLESPOONS
477,100,GMS(1 REGULAR SIZE), RECIPE_005_SALAD_FOR_PASTA.MD,GREEN CAPSICUM,100,GMS
478,100,GMS(1 REGULAR SIZE), RECIPE_005_SALAD_FOR_PASTA.MD,RED CAPSICUM,100,GMS
479,100,GMS(1 REGULAR SIZE), RECIPE_005_SALAD_FOR_PASTA.MD,ORANGE CAPSICUM,100,GMS
480,100,GMS(1 REGULAR SIZE), RECIPE_005_SALAD_FOR_PASTA.MD,YELLOW CAPSICUM,100,GMS
481,50,GMS(1/4 LARGE), RECIPE_005_SALAD_FOR_PASTA.MD,RED ONION,50,GMS
482,250,GMS, RECIPE_005_SALAD_FOR_PASTA.MD,CHERRY TOMATOES,250,GMS
483,500,GMS(1 LARGE), RECIPE_006_FRIES.MD,SWEDE OR CELERIAC,500,GMS
484,6,TABLESPOONS, RECIPE_006_FRIES.MD,EXTRA VIRGIN OLIVE OIL,6,TABLESPOONS
485,1,TEASPOON, RECIPE_006_FRIES.MD,PINK HIMALAYAN SALT,1,TEASPOON
486,to taste,, RECIPE_006_FRIES.MD,BLACK PEPPER,0,
487,to taste,, RECIPE_006_FRIES.MD,RED CHILLI FLAKES,0,
488,250,GMS, RECIPE_007_MINTY_BASIL_MUSHROOM_SOUP.MD,BROWN CHESTNUT MUSHROOMS,250,GMS
489,90,GMS(4-5 SMALL), RECIPE_007_MINTY_BASIL_MUSHROOM_SOUP.MD,VINE TOMATOES,90,GMS
490,1,CLOVE, RECIPE_007_MINTY_BASIL_MUSHROOM_SOUP.MD,GARLIC,1,CLOVE
491,2,CUPS, RECIPE_007_MINTY_BASIL_MUSHROOM_SOUP.MD,WATER,2,CUPS
492,40,GMS, RECIPE_007_MINTY_BASIL_MUSHROOM_SOUP.MD,SALTED BUTTER,40,GMS
493,to taste,, RECIPE_007_MINTY_BASIL_MUSHROOM_SOUP.MD,SALT,0,
494,to taste,, RECIPE_007_MINTY_BASIL_MUSHROOM_SOUP.MD,FRESHLY GROUND BLACK PEPPER,0,
495,60,ML, RECIPE_007_MINTY_BASIL_MUSHROOM_SOUP.MD,COCONUT CREAM,60,ML
496,30,GMS, RECIPE_007_MINTY_BASIL_MUSHROOM_SOUP.MD,FRESH BASIL LEAVES,30,GMS
497,30,GMS, RECIPE_007_MINTY_BASIL_MUSHROOM_SOUP.MD,FRESH MINT LEAVES,30,GMS
498,to taste,, RECIPE_007_MINTY_BASIL_MUSHROOM_SOUP.MD,ITALIAN SEASONING,0,
499,250,GMS, RECIPE_008_LOW_CARB_EDAMAME_FALAFELS.MD,FROZEN EDAMAME BEANS,250,GMS
500,50,GMS, RECIPE_008_LOW_CARB_EDAMAME_FALAFELS.MD,FROZEN PEAS,50,GMS
501,30,GMS, RECIPE_008_LOW_CARB_EDAMAME_FALAFELS.MD,FRESH MINT LEAVES,30,GMS
502,10,GMS (2-3), RECIPE_008_LOW_CARB_EDAMAME_FALAFELS.MD,GREEN CHILLIES,10,GMS
503,2,CLOVES, RECIPE_008_LOW_CARB_EDAMAME_FALAFELS.MD,GARLIC,2,CLOVES
504,1/2,TBSP, RECIPE_008_LOW_CARB_EDAMAME_FALAFELS.MD,FRESH LEMON JUICE,0.5,TBSP
505,2,TBSP, RECIPE_008_LOW_CARB_EDAMAME_FALAFELS.MD,EXTRA VIRGIN OLIVE OIL,2,TBSP
506,1,TSP, RECIPE_008_LOW_CARB_EDAMAME_FALAFELS.MD,CUMIN,1,TSP
507,to taste,, RECIPE_008_LOW_CARB_EDAMAME_FALAFELS.MD,PINK HIMALAYAN SALT,0,
508,1/4,CUP, RECIPE_008_LOW_CARB_EDAMAME_FALAFELS.MD,VITAL WHEAT GLUTEN,0.25,CUP
509,1.5,CUPS, RECIPE_010_CHEESY_BITES.MD,GRATED MOZZARELLA CHEESE,1.5,CUPS
510,2,TBSP, RECIPE_010_CHEESY_BITES.MD,CREAM CHEESE,2,TBSP
511,1,CUP, RECIPE_010_CHEESY_BITES.MD,ALMOND FLOUR,1,CUP
512,1,TBSP (GRATED), RECIPE_010_CHEESY_BITES.MD,EXTRA MATURE CHEDDAR CHEESE,1,TBSP
513,2,TBSP (POWDERED), RECIPE_010_CHEESY_BITES.MD,EXTRA MATURE CHEDDAR CHEESE,2,TBSP
514,1/2,TBSP, RECIPE_010_CHEESY_BITES.MD,FLAX SEED,0.5,TBSP
515,1.5,TBSP (WARM), RECIPE_010_CHEESY_BITES.MD,WATER,1.5,TBSP
516,1,TSP, RECIPE_010_CHEESY_BITES.MD,WHITE WINE VINEGAR,1,TSP
517,1/2,TSP, RECIPE_010_CHEESY_BITES.MD,BAKING POWDER,0.5,TSP
518,160,GMS (4 MEDIUM), RECIPE_011_TOMATO_KEFTEDES.MD,TOMATOES,160,GMS
519,1/2,TSP, RECIPE_011_TOMATO_KEFTEDES.MD,SALT,0.5,TSP
520,to taste,, RECIPE_011_TOMATO_KEFTEDES.MD,SALT,0,
521,40,GMS (1 SMALL), RECIPE_011_TOMATO_KEFTEDES.MD,RED ONION,40,GMS
522,to taste,, RECIPE_011_TOMATO_KEFTEDES.MD,OREGANO,0,
523,to taste,, RECIPE_011_TOMATO_KEFTEDES.MD,FRESHLY GROUND BLACK PEPPER,0,
524,100,GMS, RECIPE_011_TOMATO_KEFTEDES.MD,FETA CHEESE,100,GMS
525,1/4,CUP, RECIPE_011_TOMATO_KEFTEDES.MD,VITAL WHEAT GLUTEN,0.25,CUP
526,if needed,, RECIPE_011_TOMATO_KEFTEDES.MD,VITAL WHEAT GLUTEN,0,
527,1/4,CUP, RECIPE_011_TOMATO_KEFTEDES.MD,ALMOND FLOUR,0.25,CUP
528,1,TSP, RECIPE_011_TOMATO_KEFTEDES.MD,BAKING POWDER,1,TSP
529,1/2,TSP, RECIPE_011_TOMATO_KEFTEDES.MD,EXTRA VIRGIN OLIVE OIL,0.5,TSP
530,1.5,TBSP, RECIPE_011_TOMATO_KEFTEDES.MD,EXTRA VIRGIN OLIVE OIL,1.5,TBSP
