,Amount,Unit,Recipe_name,Ingredient,New Amount,New Unit
275,50,GMS(1 RING), RECIPE_006_LOW_CARB_PIZZA.MD,CANNED PINEAPPLE,50,GMS
276,125,GMS, RECIPE_006_LOW_CARB_PIZZA.MD,PANEER,125,GMS
277,2,TSP, RECIPE_006_LOW_CARB_PIZZA.MD,VIRGIN OLIVE OIL,2,TSP
278,2,TSP, RECIPE_006_LOW_CARB_PIZZA.MD,TANDOORI MASALA,2,TSP
279,2,TSP, RECIPE_006_LOW_CARB_PIZZA.MD,DRIED FENUGREEK LEAVES,2,TSP
280,to taste,, RECIPE_006_LOW_CARB_PIZZA.MD,PINK HIMALAYAN SALT,0,
281,3,TBSP, RECIPE_006_LOW_CARB_PIZZA.MD,PASTA SAUCE,3,TBSP
282,40,GMS, RECIPE_006_LOW_CARB_PIZZA.MD,GRATED MOZZARELLA CHEESE,40,GMS
283,20,GMS, RECIPE_006_LOW_CARB_PIZZA.MD,GRATED MOZZARELLA CHEESE,20,GMS
284,50,GMS, RECIPE_006_LOW_CARB_PIZZA.MD,GRATED EXTRA MATURE CHEDDAR CHEESE,50,GMS
285,10,GMS(8-10 RINGS), RECIPE_006_LOW_CARB_PIZZA.MD,JALAPENOS,10,GMS
286,1,TBSP, RECIPE_007_PALAK_MUSHROOM.MD,AVOCADO OIL,1,TBSP
287,150,GMS(LARGE), RECIPE_007_PALAK_MUSHROOM.MD,RED ONION,150,GMS
288,1,TSP, RECIPE_007_PALAK_MUSHROOM.MD,GINGER,1,TSP
289,4,CLOVES, RECIPE_007_PALAK_MUSHROOM.MD,GARLIC,4,CLOVES
290,1,TSP(1 TO 2 CHILLIES), RECIPE_007_PALAK_MUSHROOM.MD,GREEN CHILLI,1,TSP
291,1,TSP, RECIPE_007_PALAK_MUSHROOM.MD,CUMIN SEEDS,1,TSP
292,1,TSP, RECIPE_007_PALAK_MUSHROOM.MD,MUSTARD SEEDS,1,TSP
293,300,GMS, RECIPE_007_PALAK_MUSHROOM.MD,BABY SPINACH,300,GMS
294,400,GMS, RECIPE_007_PALAK_MUSHROOM.MD,MUSHROOMS,400,GMS
295,to taste,, RECIPE_007_PALAK_MUSHROOM.MD,PINK HIMALAYAN SALT,0,
296,1,TSP, RECIPE_007_PALAK_MUSHROOM.MD,GARAM MASALA,1,TSP
297,1,TSP, RECIPE_007_PALAK_MUSHROOM.MD,AMCHOOR POWDER,1,TSP
298,2,CUPS, RECIPE_008_METHI_MALAI_PANEER.MD,FRESH FENUGREEK LEAVES,2,CUPS
299,2,CUPS, RECIPE_008_METHI_MALAI_PANEER.MD,WATER,2,CUPS
300,2,CUPS, RECIPE_008_METHI_MALAI_PANEER.MD,WATER,2,CUPS
301,0.5,CUP, RECIPE_008_METHI_MALAI_PANEER.MD,WATER,0.5,CUP
302,1,CUP, RECIPE_008_METHI_MALAI_PANEER.MD,WATER,1,CUP
303,to taste,, RECIPE_008_METHI_MALAI_PANEER.MD,SALT,0,
304,1,TSP, RECIPE_008_METHI_MALAI_PANEER.MD,ERYTHRITOL,1,TSP
305,0.5,TSP, RECIPE_008_METHI_MALAI_PANEER.MD,ERYTHRITOL,0.5,TSP
306,300,GMS(3 MEDIUM), RECIPE_008_METHI_MALAI_PANEER.MD,ONION,300,GMS
307,120,GMS(15-18), RECIPE_008_METHI_MALAI_PANEER.MD,CASHEW,120,GMS
308,1.5,TBSP, RECIPE_008_METHI_MALAI_PANEER.MD,GHEE,1.5,TBSP
309,1,TBSP, RECIPE_008_METHI_MALAI_PANEER.MD,GHEE,1,TBSP
310,1,TBSP, RECIPE_008_METHI_MALAI_PANEER.MD,GHEE,1,TBSP
311,1,GM{1 PIECE, RECIPE_008_METHI_MALAI_PANEER.MD,GREEN CARDAMOM,1,GM{1 PIECE
312,2,GMS(2 PIECES), RECIPE_008_METHI_MALAI_PANEER.MD,CLOVES,2,GMS
313,10,GMS(8-10 PIECES), RECIPE_008_METHI_MALAI_PANEER.MD,BLACK PEPPER,10,GMS
314,1,LEAF, RECIPE_008_METHI_MALAI_PANEER.MD,BAYLEAF,1,LEAF
315,0.5,TBSP(1/2 INCH SLICED), RECIPE_008_METHI_MALAI_PANEER.MD,GINGER,0.5,TBSP
316,15,GMS(2 MEDIUM), RECIPE_008_METHI_MALAI_PANEER.MD,GREEN CHILLI,15,GMS
317,1,CUP(BEATEN), RECIPE_008_METHI_MALAI_PANEER.MD,GREEK YOGHURT,1,CUP
318,250,GMS, RECIPE_008_METHI_MALAI_PANEER.MD,PANEER,250,GMS
319,0.5,TSP, RECIPE_008_METHI_MALAI_PANEER.MD,CUMIN SEEDS,0.5,TSP
320,a pinch,, RECIPE_008_METHI_MALAI_PANEER.MD,ASAFOETIDA,0,
321,0.5,TSP, RECIPE_008_METHI_MALAI_PANEER.MD,TURMERIC POWDER,0.5,TSP
322,0.25,TSP(DEGI MIRCH), RECIPE_008_METHI_MALAI_PANEER.MD,RED CHILLI POWDER,0.25,TSP
323,5,GMS(2 DRY), RECIPE_008_METHI_MALAI_PANEER.MD,RED CHILLI,5,GMS
324,5,GMS(SPRIG), RECIPE_008_METHI_MALAI_PANEER.MD,CORIANDER,5,GMS
325,2,TABLESPOONS, RECIPE_009_SPICY_LAUKI.MD,CLARIFIED BUTTER (GHEE),2,TABLESPOONS
326,1,TEASPOON, RECIPE_009_SPICY_LAUKI.MD,CUMIN SEEDS,1,TEASPOON
327,a pinch,, RECIPE_009_SPICY_LAUKI.MD,ASAFOETIDA,0,
328,100,"GMS (1 MEDIUM, CHOPPED)", RECIPE_009_SPICY_LAUKI.MD,ONION,100,GMS
329,75,"GMS (1 MEDIUM,CHOPPED)", RECIPE_009_SPICY_LAUKI.MD,TOMATO,75,GMS
330,1,"TABLESPOON (1.5 INCH, PASTE)", RECIPE_009_SPICY_LAUKI.MD,GINGER,1,TABLESPOON
331,1/2,TEASPOON, RECIPE_009_SPICY_LAUKI.MD,TURMERIC POWDER,0.5,TEASPOON
332,1/2,TEASPOON, RECIPE_009_SPICY_LAUKI.MD,CUMIN POWDER,0.5,TEASPOON
333,1/2,TEASPOON, RECIPE_009_SPICY_LAUKI.MD,RED CHILLI POWDER,0.5,TEASPOON
334,1,TEASPOON, RECIPE_009_SPICY_LAUKI.MD,CORIANDER POWDER,1,TEASPOON
335,to taste,, RECIPE_009_SPICY_LAUKI.MD,PINK HIMALAYAN SALT,0,
336,500,GMS (1 MEDIUM), RECIPE_009_SPICY_LAUKI.MD,BOTTLEGOURD,500,GMS
337,1/2,TEASPOON, RECIPE_009_SPICY_LAUKI.MD,GARAM MASALA,0.5,TEASPOON
338,10,GMS (FINELY CHOPPED), RECIPE_009_SPICY_LAUKI.MD,FRESH CORIANDER LEAVES,10,GMS
339,30,GMS(1 BUNCH), RECIPE_010_CHUTNEY_PANEER.MD,FRESH CORRIANDER LEAVES,30,GMS
340,30,GMS(1 BUNCH), RECIPE_010_CHUTNEY_PANEER.MD,FRESH MINT,30,GMS
341,15,GMS(3 MEDIUM), RECIPE_010_CHUTNEY_PANEER.MD,GREEN CHILLI,15,GMS
342,1/2,INCH, RECIPE_010_CHUTNEY_PANEER.MD,GINGER,0.5,INCH
343,1,INCH (ROUGHLY CHOPPED), RECIPE_010_CHUTNEY_PANEER.MD,GINGER,1,INCH
344,16,GMS (8-10), RECIPE_010_CHUTNEY_PANEER.MD,CASHEW NUTS,16,GMS
345,2,TBSP, RECIPE_010_CHUTNEY_PANEER.MD,BLACK PEPPERCORNS,2,TBSP
346,1,TBSP, RECIPE_010_CHUTNEY_PANEER.MD,WHITE SESAME SEEDS,1,TBSP
347,1/4,TBSP, RECIPE_010_CHUTNEY_PANEER.MD,FLAX SEEDS,0.25,TBSP
348,to taste,, RECIPE_010_CHUTNEY_PANEER.MD,SALT,0,
349,to taste,, RECIPE_010_CHUTNEY_PANEER.MD,SALT,0,
350,to taste,, RECIPE_010_CHUTNEY_PANEER.MD,SALT,0,
351,1,TBSP, RECIPE_010_CHUTNEY_PANEER.MD,GHEE,1,TBSP
352,1/2,TBSP, RECIPE_010_CHUTNEY_PANEER.MD,EXTRA VIRGIN OLIVE OIL,0.5,TBSP
353,1/2,TSP, RECIPE_010_CHUTNEY_PANEER.MD,CUMIN SEEDS,0.5,TSP
354,1/4,TSP, RECIPE_010_CHUTNEY_PANEER.MD,FENUGREEK SEEDS,0.25,TSP
355,1/4,TSP, RECIPE_010_CHUTNEY_PANEER.MD,FENNEL SEEDS,0.25,TSP
356,10,GMS (2 MEDIUM), RECIPE_010_CHUTNEY_PANEER.MD,GREEN CHILLIES,10,GMS
357,250,GMS, RECIPE_010_CHUTNEY_PANEER.MD,PANEER,250,GMS
358,1.25,CUP, RECIPE_010_CHUTNEY_PANEER.MD,GREEK YOGHURT,1.25,CUP
359,1/2,CUP, RECIPE_010_CHUTNEY_PANEER.MD,WATER,0.5,CUP
360,1/2,TSP (OPTIONAL), RECIPE_010_CHUTNEY_PANEER.MD,ERYTHRITOL,0.5,TSP
361,1/4,TSP, RECIPE_010_CHUTNEY_PANEER.MD,AMCHOOR,0.25,TSP
362,sprig,, RECIPE_010_CHUTNEY_PANEER.MD,CORIANDER,0,
363,2,TBSP, RECIPE_011_LAHSUNI_PANEER.MD,GHEE,2,TBSP
364,1,TBSP, RECIPE_011_LAHSUNI_PANEER.MD,EXTRA VIRGIN OLIVE OIL,1,TBSP
365,2,TBSP, RECIPE_011_LAHSUNI_PANEER.MD,EXTRA VIRGIN OLIVE OIL,2,TBSP
366,2,TBSP, RECIPE_011_LAHSUNI_PANEER.MD,EXTRA VIRGIN OLIVE OIL,2,TBSP
367,1/2,INCH, RECIPE_011_LAHSUNI_PANEER.MD,CINNAMON STICK,0.5,INCH
368,2,, RECIPE_011_LAHSUNI_PANEER.MD,BAY LEAF,2,
369,1/2,TSP, RECIPE_011_LAHSUNI_PANEER.MD,CUMIN SEEDS,0.5,TSP
370,1/2,INCH, RECIPE_011_LAHSUNI_PANEER.MD,GINGER,0.5,INCH
371,8,CLOVES, RECIPE_011_LAHSUNI_PANEER.MD,GARLIC,8,CLOVES
372,2,CLOVES (CRUSHED), RECIPE_011_LAHSUNI_PANEER.MD,GARLIC,2,CLOVES
373,3,CLOVES (SLICED), RECIPE_011_LAHSUNI_PANEER.MD,GARLIC,3,CLOVES
374,300,"GMS (3 MEDIUM, CHOPPED)", RECIPE_011_LAHSUNI_PANEER.MD,ONION,300,GMS
375,50,GMS (1 SMALL), RECIPE_011_LAHSUNI_PANEER.MD,TOMATO,50,GMS
376,1/2,TSP, RECIPE_011_LAHSUNI_PANEER.MD,TURMERIC POWDER,0.5,TSP
377,1/2,TSP, RECIPE_011_LAHSUNI_PANEER.MD,RED CHILLI POWDER,0.5,TSP
378,1/2,TSP, RECIPE_011_LAHSUNI_PANEER.MD,RED CHILLI POWDER,0.5,TSP
379,1,TSP, RECIPE_011_LAHSUNI_PANEER.MD,CORIANDER POWDER,1,TSP
380,1/2,CUP (BEATEN), RECIPE_011_LAHSUNI_PANEER.MD,GREEK YOGHURT,0.5,CUP
381,to taste,, RECIPE_011_LAHSUNI_PANEER.MD,PINK HIMALAYAN SALT,0,
382,to taste,, RECIPE_011_LAHSUNI_PANEER.MD,PINK HIMALAYAN SALT,0,
383,to taste,, RECIPE_011_LAHSUNI_PANEER.MD,PINK HIMALAYAN SALT,0,
384,60,GMS (10 PIECES), RECIPE_011_LAHSUNI_PANEER.MD,CASHEW NUTS,60,GMS
385,1/4,CUP, RECIPE_011_LAHSUNI_PANEER.MD,WATER,0.25,CUP
386,2.5,CUPS, RECIPE_011_LAHSUNI_PANEER.MD,WATER,2.5,CUPS
387,250,GMS, RECIPE_011_LAHSUNI_PANEER.MD,PANEER,250,GMS
388,1/2,TSP, RECIPE_011_LAHSUNI_PANEER.MD,DRY FENUGREEK LEAVES,0.5,TSP
389,1,BUNCH (ROUGHLY TORN), RECIPE_011_LAHSUNI_PANEER.MD,FRESH MINT LEAVES,1,BUNCH
390,sprig,, RECIPE_011_LAHSUNI_PANEER.MD,FRESH MINT LEAVES,0,
391,1,CUP, RECIPE_001_CHEESE_CRACKERS.MD,ALMOND FLOUR,1,CUP
392,1,CUP, RECIPE_001_CHEESE_CRACKERS.MD,GRATED EXTRA MATURE CHEDDAR CHEESE,1,CUP
393,to taste,, RECIPE_001_CHEESE_CRACKERS.MD,GROUND BLACK PEPPER,0,
394,to taste,, RECIPE_001_CHEESE_CRACKERS.MD,SALT,0,
395,to taste,, RECIPE_001_CHEESE_CRACKERS.MD,ITALIAN HERBS,0,
396,as needed,, RECIPE_001_CHEESE_CRACKERS.MD,EXTRA SEASONING,0,
397,250,GMS, RECIPE_002_PANEER_CRACKERS.MD,PANEER,250,GMS
398,to taste,, RECIPE_002_PANEER_CRACKERS.MD,GROUND BLACK PEPPER,0,
399,to taste,, RECIPE_002_PANEER_CRACKERS.MD,RED CHILLI FLAKES,0,
400,to taste (optional),, RECIPE_002_PANEER_CRACKERS.MD,MINT POWDER,0,
401,to taste,, RECIPE_002_PANEER_CRACKERS.MD,SALT,0,
402,100,GMS, RECIPE_002_PANEER_CRACKERS.MD,ALMOND FLOUR,100,GMS
403,1,TABLESPOON, RECIPE_002_PANEER_CRACKERS.MD,OLIVE OIL,1,TABLESPOON
404,as needed,, RECIPE_002_PANEER_CRACKERS.MD,EXTRA SEASONING,0,
405,1,BUNCH, RECIPE_003_PROTEIN_CUTLETS.MD,FRESH CORRIANDER LEAVES,1,BUNCH
406,1,BUNCH, RECIPE_003_PROTEIN_CUTLETS.MD,FRESH MINT,1,BUNCH
407,1,BUNCH, RECIPE_003_PROTEIN_CUTLETS.MD,FRESH MINT,1,BUNCH
408,25,GMS(3 MEDIUM), RECIPE_003_PROTEIN_CUTLETS.MD,GREEN CHILLI,25,GMS
409,1,CLOVE, RECIPE_003_PROTEIN_CUTLETS.MD,GARLIC,1,CLOVE
410,1.5,TBSP(1 LARGE), RECIPE_003_PROTEIN_CUTLETS.MD,LEMON,1.5,TBSP
411,to taste,, RECIPE_003_PROTEIN_CUTLETS.MD,SALT,0,
412,1,TEASPOON, RECIPE_003_PROTEIN_CUTLETS.MD,SALT,1,TEASPOON
413,1,CUP, RECIPE_003_PROTEIN_CUTLETS.MD,SOYA CHUNKS,1,CUP
414,3,CUPS, RECIPE_003_PROTEIN_CUTLETS.MD,BOILING HOT WATER,3,CUPS
415,1,CUP, RECIPE_003_PROTEIN_CUTLETS.MD,EXTRA MATURE CHEDDAR CHEESE,1,CUP
416,150,"GMS(LARGE, CHOPPED)", RECIPE_003_PROTEIN_CUTLETS.MD,ONION,150,GMS
417,1,TEASPOON, RECIPE_003_PROTEIN_CUTLETS.MD,RED CHILLI POWDER,1,TEASPOON
418,2,TEASPOON, RECIPE_003_PROTEIN_CUTLETS.MD,GARAM MASALA,2,TEASPOON
419,2,TABLESPOONS, RECIPE_003_PROTEIN_CUTLETS.MD,AVOCADO OIL,2,TABLESPOONS
420,as needed,, RECIPE_003_PROTEIN_CUTLETS.MD,SUGARFREE TOMATO KETCHUP,0,
421,500,GMS, RECIPE_004_KETO_POTATO.MD,RADISHES,500,GMS
422,1/2,TABLESPOON, RECIPE_004_KETO_POTATO.MD,ROCK SALT,0.5,TABLESPOON
423,1/2,TABLESPOON, RECIPE_004_KETO_POTATO.MD,BLACK PEPPER,0.5,TABLESPOON
424,1/2,TABLESPOON (OPTIONAL), RECIPE_004_KETO_POTATO.MD,ITALIAN HERBS,0.5,TABLESPOON
425,2,TABLESPOONS, RECIPE_004_KETO_POTATO.MD,OLIVE OIL,2,TABLESPOONS
426,6,TABLESPOONS, RECIPE_005_SALAD_FOR_PASTA.MD,EXTRA VIRGIN OLIVE OIL,6,TABLESPOONS
427,2-3,TABLESPOONS, RECIPE_005_SALAD_FOR_PASTA.MD,CHOPPED BASIL,3,TABLESPOONS
428,1,TEASPOON, RECIPE_005_SALAD_FOR_PASTA.MD,OREGANO,1,TEASPOON
429,1,TEASPOON, RECIPE_005_SALAD_FOR_PASTA.MD,ROSEMARY,1,TEASPOON
430,1,TEASPOON, RECIPE_005_SALAD_FOR_PASTA.MD,RED CHILLI FLAKES,1,TEASPOON
431,1,TEASPOON, RECIPE_005_SALAD_FOR_PASTA.MD,PINK HIMALAYAN SALT,1,TEASPOON
432,2,TABLESPOONS, RECIPE_005_SALAD_FOR_PASTA.MD,BALSAMIC VINEGAR,2,TABLESPOONS
433,100,GMS(1 REGULAR SIZE), RECIPE_005_SALAD_FOR_PASTA.MD,GREEN CAPSICUM,100,GMS
434,100,GMS(1 REGULAR SIZE), RECIPE_005_SALAD_FOR_PASTA.MD,RED CAPSICUM,100,GMS
435,100,GMS(1 REGULAR SIZE), RECIPE_005_SALAD_FOR_PASTA.MD,ORANGE CAPSICUM,100,GMS
436,100,GMS(1 REGULAR SIZE), RECIPE_005_SALAD_FOR_PASTA.MD,YELLOW CAPSICUM,100,GMS
437,50,GMS(1/4 LARGE), RECIPE_005_SALAD_FOR_PASTA.MD,RED ONION,50,GMS
438,250,GMS, RECIPE_005_SALAD_FOR_PASTA.MD,CHERRY TOMATOES,250,GMS
439,500,GMS(1 LARGE), RECIPE_006_FRIES.MD,SWEDE OR CELERIAC,500,GMS
440,6,TABLESPOONS, RECIPE_006_FRIES.MD,EXTRA VIRGIN OLIVE OIL,6,TABLESPOONS
441,1,TEASPOON, RECIPE_006_FRIES.MD,PINK HIMALAYAN SALT,1,TEASPOON
442,to taste,, RECIPE_006_FRIES.MD,BLACK PEPPER,0,
443,to taste,, RECIPE_006_FRIES.MD,RED CHILLI FLAKES,0,
444,50,GMS(1/2 OF MIXER JAR), RECIPE_007_MINT_SPINACH_DIP.MD,FRESH MINT LEAVES,50,GMS
445,50,GMS(1/2 OF MIXER JAR), RECIPE_007_MINT_SPINACH_DIP.MD,FRESH CORRIANDER LEAVES,50,GMS
446,25,GMS(2-3 MEDIUM), RECIPE_007_MINT_SPINACH_DIP.MD,GREEN CHILLIES,25,GMS
447,1,CLOVE, RECIPE_007_MINT_SPINACH_DIP.MD,GARLIC,1,CLOVE
448,15,GMS(7-10 LEAVES), RECIPE_007_MINT_SPINACH_DIP.MD,BABY SPINACH,15,GMS
449,1,TBSP, RECIPE_007_MINT_SPINACH_DIP.MD,APPLE CIDER VINEGAR,1,TBSP
450,1,INCH, RECIPE_007_MINT_SPINACH_DIP.MD,GINGER,1,INCH
451,250,GMS(4 MEDIUM), RECIPE_007_MINT_SPINACH_DIP.MD,VINE TOMATOES,250,GMS
452,1.5,TBSP, RECIPE_007_MINT_SPINACH_DIP.MD,VIRGIN OLIVE OIL,1.5,TBSP
453,25,GMS(1/6 CHOPPED), RECIPE_007_MINT_SPINACH_DIP.MD,RED CAPSICUM,25,GMS
454,to taste,, RECIPE_007_MINT_SPINACH_DIP.MD,PINK HIMALAYAN SALT,0,
455,as needed,, RECIPE_007_MINT_SPINACH_DIP.MD,ERYTHRITOL,0,
456,40,GMS, RECIPE_008_GREEN_PESTO.MD,PINE NUTS,40,GMS
457,80,GMS, RECIPE_008_GREEN_PESTO.MD,EXTRA MATURE CHEDDAR CHEESE,80,GMS
458,3,CLOVES, RECIPE_008_GREEN_PESTO.MD,GARLIC,3,CLOVES
459,100,GMS, RECIPE_008_GREEN_PESTO.MD,FRESH BASIL LEAVES,100,GMS
460,1,TSP, RECIPE_008_GREEN_PESTO.MD,FRESH LEMON JUICE,1,TSP
461,50,ML, RECIPE_008_GREEN_PESTO.MD,EXTRA VIRGIN OLIVE OIL,50,ML
462,30,ML, RECIPE_008_GREEN_PESTO.MD,EXTRA VIRGIN OLIVE OIL,30,ML
463,15,ML, RECIPE_008_GREEN_PESTO.MD,EXTRA VIRGIN OLIVE OIL,15,ML
464,240,GMS, RECIPE_009_TZATZIKI_DIP.MD,CUCUMBER,240,GMS
465,3,CLOVES, RECIPE_009_TZATZIKI_DIP.MD,GARLIC,3,CLOVES
466,1,TBSP, RECIPE_009_TZATZIKI_DIP.MD,FRESH DILL,1,TBSP
467,to taste,, RECIPE_009_TZATZIKI_DIP.MD,PINK HIMALAYAN SALT,0,
468,to taste,, RECIPE_009_TZATZIKI_DIP.MD,FRESHLY GROUND BLACK PEPPER,0,
469,1,CUP, RECIPE_009_TZATZIKI_DIP.MD,GREEK YOGHURT,1,CUP
470,1,TBSP, RECIPE_009_TZATZIKI_DIP.MD,EXTRA VIRGIN OLIVE OIL,1,TBSP
471,1.5,CUPS, RECIPE_010_CHEESY_BITES.MD,GRATED MOZZARELLA CHEESE,1.5,CUPS
472,2,TBSP, RECIPE_010_CHEESY_BITES.MD,CREAM CHEESE,2,TBSP
473,1,CUP, RECIPE_010_CHEESY_BITES.MD,ALMOND FLOUR,1,CUP
474,1,TBSP (GRATED), RECIPE_010_CHEESY_BITES.MD,EXTRA MATURE CHEDDAR CHEESE,1,TBSP
475,2,TBSP (POWDERED), RECIPE_010_CHEESY_BITES.MD,EXTRA MATURE CHEDDAR CHEESE,2,TBSP
476,1/2,TBSP, RECIPE_010_CHEESY_BITES.MD,FLAX SEED,0.5,TBSP
477,1.5,TBSP (WARM), RECIPE_010_CHEESY_BITES.MD,WATER,1.5,TBSP
478,1,TSP, RECIPE_010_CHEESY_BITES.MD,WHITE WINE VINEGAR,1,TSP
479,1/2,TSP, RECIPE_010_CHEESY_BITES.MD,BAKING POWDER,0.5,TSP
480,160,GMS (4 MEDIUM), RECIPE_011_TOMATO_KEFTEDES.MD,TOMATOES,160,GMS
481,1/2,TSP, RECIPE_011_TOMATO_KEFTEDES.MD,SALT,0.5,TSP
482,to taste,, RECIPE_011_TOMATO_KEFTEDES.MD,SALT,0,
483,40,GMS (1 SMALL), RECIPE_011_TOMATO_KEFTEDES.MD,RED ONION,40,GMS
484,to taste,, RECIPE_011_TOMATO_KEFTEDES.MD,OREGANO,0,
485,to taste,, RECIPE_011_TOMATO_KEFTEDES.MD,FRESHLY GROUND BLACK PEPPER,0,
486,100,GMS, RECIPE_011_TOMATO_KEFTEDES.MD,FETA CHEESE,100,GMS
487,1/4,CUP, RECIPE_011_TOMATO_KEFTEDES.MD,VITAL WHEAT GLUTEN,0.25,CUP
488,if needed,, RECIPE_011_TOMATO_KEFTEDES.MD,VITAL WHEAT GLUTEN,0,
489,1/4,CUP, RECIPE_011_TOMATO_KEFTEDES.MD,ALMOND FLOUR,0.25,CUP
490,1,TSP, RECIPE_011_TOMATO_KEFTEDES.MD,BAKING POWDER,1,TSP
491,1/2,TSP, RECIPE_011_TOMATO_KEFTEDES.MD,EXTRA VIRGIN OLIVE OIL,0.5,TSP
492,1.5,TBSP, RECIPE_011_TOMATO_KEFTEDES.MD,EXTRA VIRGIN OLIVE OIL,1.5,TBSP
